,x,y,label
183,-3.2482902754461738,-7.907025972305714,1
184,-3.7360983164529262,-8.271842412353118,1
185,-6.138552097978948,-1.92884639673531,0
186,-2.884386960014218,-9.216286507003833,1
187,-2.969255510868971,-7.757544091693789,1
188,-3.5807629391929816,-0.5373206191584892,0
189,-4.916045189382916,1.3367324117285957,0
190,-1.9985110568745454,-8.329474157705306,1
191,-3.397207182782786,-0.8418414124062605,0
192,-4.3413489206314875,-8.482788204753474,1
193,-1.8940292237636338,-8.991664486657742,1
194,-4.265823422389881,-7.073416557110056,1
195,-5.608843947521231,-0.6612352085254005,0
196,-6.465725658925338,0.17864323676777327,0
197,-2.7707547580603444,-8.987314714149935,1
198,-5.161368598516481,0.17659573887125557,0
199,-3.5299533888125136,-10.68860093991938,1
200,-4.438067048847086,-1.0116355783331048,0
201,-2.5870197572005016,-6.8691360809810185,1
202,-3.292733509845597,-1.2274172206955076,0
203,-2.2375583431435278,-8.903782559880831,1
204,-4.015773985076377,-10.623119741757437,1
205,-4.030935228421043,-0.5996384679826235,0
206,-2.775158347569426,-6.974724503404575,1
207,-5.399593350998423,-6.680121522720988,1
208,-4.879340525819427,-0.5195546605753524,0
209,-3.8384255934400677,-1.2785271596986363,0
210,-4.014470269419977,-8.435108497137572,1
211,-3.343071604862872,-7.927366724220479,1
212,-1.8107929556522786,-10.26174027471237,1
213,-1.9481781847579651,-9.80372838791911,1
214,-5.41390965535316,-1.2735038404647094,0
215,-4.0012538798570745,0.5323515159623073,0
216,-3.266523956040108,-8.86086222011309,1
217,-3.509774765973965,-7.4202727704856475,1
218,-3.2646960964186906,1.0070688966188364,0
219,-5.8464310081741075,-1.4911120543745489,0
220,-5.465731717451622,-1.600984295688621,0
221,-4.807757083406558,0.9413755440269957,0
222,-3.8988448875381643,-8.012862739135905,1
223,-2.3151532812434543,-1.137804142106388,0
224,-3.7954901390096643,-0.7918768518583382,0
225,-6.371822656909742,-2.0808899202688105,0
226,-1.7439357538043874,-10.006854476550672,1
227,-2.674583960139493,-8.256941024736392,1
228,-4.21444436067096,-0.9109849257351441,0
229,-6.161784127622098,-0.9259963375619469,0
230,-3.6159023924496227,-0.5555363485144187,0
231,-5.061500226969711,-2.0895051090129915,0
232,-5.583312626484183,-2.865610209124389,0
233,-3.1878974761423855,0.44369121087511965,0
234,-2.693140480473829,-7.65147203086743,1
235,-3.1885111831813817,-8.632321303367958,1
236,-1.979785805653559,-8.877588211135459,1
237,-3.4485663089967433,0.14834272638518353,0
238,-2.0626016831646257,-9.12180305130463,1
239,-5.024447100412621,-8.2383710268899,1
240,-5.531044366328139,-2.6913244010244908,0
241,-5.288705543389447,-9.717268567791326,1
242,-4.3316591489553495,-7.335979350741443,1
243,-4.690417623009327,0.5974230527334221,0
244,-5.267269253174941,-1.1227993566335448,0
245,-1.6521773839785623,-1.802945001569889,0
246,-4.079441106844817,-0.6241322251998761,0
247,-4.774346772071981,1.17957248148829,0
248,-5.145005857806307,-0.8945748042210937,0
249,-6.493531873003477,-1.5354766299396827,0
250,-4.749059734481208,0.9395562843942575,0
251,-4.400644091357192,-0.43774457506510345,0
252,-3.8657371256265343,-0.12893349501195395,0
253,-4.679453884092847,-9.537930117079132,1
254,-3.887398055279793,1.255311982256627,0
255,-4.556259006182817,-0.3580819097091327,0
256,-4.625556260464188,-1.156597554634602,0
257,-3.528750472349967,-8.698664496772622,1
258,-3.764228083405355,-8.449695791419991,1
259,-5.358012464035783,-1.6260469654957859,0
260,-2.243747430442874,-7.782873439969041,1
261,-2.0558563117694195,-7.613984829036089,1
262,-4.767969753243395,-7.6823267990154465,1
263,-2.122864963422297,-7.795813095186681,1
264,-2.816202641699413,-6.714303367826606,1
265,-6.649727366424003,-0.5209116715953438,0
266,-5.264602751666267,-2.745025210866867,0
267,-4.960755934906015,-0.4708886749078641,0
268,-2.9095189883461376,-8.982630365023915,1
269,-6.164392980975478,-0.08558369703143842,0
270,-3.592449374404854,-6.532809344208137,1
271,-5.2475180529086085,-0.3759354127577037,0
272,-4.957229829212049,-7.750508981121595,1
273,-4.3465198089067165,-7.924826328437324,1
274,-3.1266040703591287,-0.7732352218053411,0
275,-4.9570572817782645,0.5378630214753846,0
276,-2.5640802012320636,-8.706905172897,1
277,-4.522928884713757,-0.5084282759810504,0
278,-2.5647610091487567,-8.394602468520723,1
279,-5.7159998984938465,-1.4224110138971116,0
280,-3.3049989208114923,-1.5714446609720123,0
281,-3.381164940821373,-10.575972130629463,1
282,-4.902827360690921,-2.3350407437325833,0
283,-4.423322211634069,-0.6558164033085179,0
284,-2.3207883266015257,-8.995822085717636,1
285,-3.2253340103522525,-7.430140073884942,1
286,-2.943225166321615,-5.882318008695568,1
287,-3.617100945555944,-1.370154772621501,0
288,-4.674797818763503,0.8458631925521447,0
289,-4.490481869374061,-0.9151432207606873,0
290,-2.505468835749899,-6.56088236776989,1
291,-3.4117703844012452,-8.366066793049567,1
292,-2.3729872286077724,-1.4429582734623543,0
293,-4.645603032269176,-0.7575548842617552,0
294,-2.821422615200447,-8.71276967843269,1
295,-3.6712317992346994,-9.571470098548406,1
296,-3.7577981942793954,-1.7267538700774505,0
297,-3.5531162176472977,-6.437496051931337,1
298,-3.837986385656553,-9.105521900933464,1
299,-5.178184573074766,0.03199180828561188,0
300,-3.13843310722274,-6.7229121673696,1
301,-3.9239173813903494,-7.960817209520053,1
302,-2.662864209439344,-8.923906159733873,1
303,-4.977827631457122,0.25252366567220963,0
304,-1.660833298049962,-8.306515104744717,1
305,-4.450157332837535,-1.336491524890991,0
306,-2.1214421518033575,-9.298188898833576,1
307,-4.919183330454003,-7.8331601118152845,1
308,-4.730650023074523,-8.284661887384871,1
309,-3.827124248618933,-8.744710265608548,1
310,-3.758887423868063,-2.0645009128342307,0
311,-4.644237114313524,-8.566612202952653,1
312,-4.991437376854593,-2.1921208910140115,0
313,-2.979232698650669,-9.177517495877398,1
314,-4.527621935629724,-0.5134617268288284,0
315,-4.269163375035553,-8.939265318853803,1
316,-4.055357911992871,-8.87162353159184,1
317,-5.201515157930831,-8.042942546238065,1
318,-4.72566512761557,-9.018639830593889,1
319,-4.084938157594863,-6.653273527518266,1
320,-4.786401773983617,-1.8018213146912405,0
321,-5.131881040869243,0.1272769019714013,0
322,-2.6711246011186875,-8.760446759990854,1
323,-4.774234147818094,-0.32030349865790875,0
324,-4.9416177341391085,-0.2265506811045782,0
325,-4.161484717522881,-0.5238105464607054,0
326,-5.87773043664499,-9.24993661111101,1
327,-6.075893483691231,-0.6097063498687739,0
328,-3.3351720213702043,-1.7562475148263046,0
329,-1.9268230210888802,-5.694076796666109,1
330,-5.798272182530745,-1.1463050862299968,0
331,-2.2543567338429837,-8.518961386213705,1
332,-4.920761800423774,-8.501409446958586,1
333,-4.127975098862988,-3.015171825131837,0
334,-1.5496991048864723,-9.012188332122298,1
335,-4.436250640888043,-1.1254609789513048,0
336,-3.813388007339541,-7.83793045339834,1
337,-3.2939308880699327,-0.9772596957232988,0
338,-4.531127500951703,-1.1963646391552576,0
339,-3.6709150091132456,-8.585613134540374,1
340,-5.685317471979191,-1.572530024254217,0
341,-4.964910630628379,-0.4339776978921285,0
342,-2.483678022834574,-0.6581777354360033,0
343,-4.9451319997062555,-6.996151020216772,1
344,-4.20089637372775,-10.110564281567283,1
345,-4.242567539544575,-8.13058198519546,1
346,-2.826430090149979,-9.133682021026669,1
347,-4.4295250160356066,-8.586436981226747,1
348,-4.611051766491799,-3.008136245880935,0
349,-2.0740945375554887,-0.7109766136802099,0
350,-4.311105822247125,-0.6535607998625691,0
351,-5.538030855694125,-1.9208395885308533,0
352,-3.8784437732356363,0.8903194810165818,0
353,-3.177840441806319,-0.6967172130724864,0
354,-4.54326808433046,-2.94908018335144,0
355,-3.933808357410318,-8.48354437602274,1
356,-4.801263137332269,-9.225456806594108,1
357,-4.845558934614859,-2.1593517844352927,0
358,-1.0260490044940394,-9.228292344321476,1
359,-4.208850676223809,-0.6863299148866479,0
360,-1.8157114547161093,-7.828767855400571,1
361,-5.004894375063638,-0.6488785448063876,0
362,-6.439095451553712,-0.7793861553459079,0
363,-4.642913438456635,-9.265102209404109,1
364,-5.661636300240261,-1.5570239061747688,0
365,-3.546761614518364,-7.375735358775753,1
366,-4.292542469365137,-2.7522655171456307,0
367,-2.7154893149213293,-9.351293740888218,1
368,-1.7921233592046295,-7.585357546020937,1
369,-5.1316694257514825,-0.16368831535741912,0
370,-3.3586441334643364,-9.206620020273252,1
371,-4.429252594593255,-1.6193569857360408,0
372,-3.701643529330634,-0.45009164921328126,0
373,-3.3231788675678464,-9.922861683659725,1
374,-1.0413729347532499,-8.039391146716094,1
375,-4.259068409505175,-0.3679385912876927,0
376,-5.627396501896058,0.10453668993129295,0
377,-2.917514689606427,-0.8539903057728894,0
378,-3.879934697210448,-9.60821316921088,1
379,-3.918533292585455,-1.3303643485449395,0
380,-4.004790564063807,-10.533209350966334,1
381,-4.920000340212601,-1.2203105535157126,0
382,-2.2610577364573543,-2.0329293887878537,0
383,-3.1590668261796804,-10.125026631021704,1
384,-3.231688500884795,-1.3707752806885758,0
385,-2.621685472326859,-8.674242441540768,1
386,-3.9607850727013885,-9.300800276429467,1
387,-3.2165448464924133,-7.94764795923078,1
388,-2.7457699289515785,-7.7322970368361075,1
389,-2.863221138465863,-8.025126722040218,1
390,-4.737264310068016,-6.84224786058599,1
391,-2.5731793254875943,-7.785812602047266,1
392,-3.1377125385920444,-7.31568507083829,1
393,-4.256722788115864,-9.713133067210567,1
394,-4.539840253038129,-1.9434121178610937,0
395,-3.9409325872131307,-8.811390059453391,1
396,-4.816376600363374,-1.0069428037758876,0
397,-3.1804346653237916,-2.228198409627336,0
398,-2.8541901970645482,-8.233678275476658,1
399,-3.130611876495502,-7.5514580645418645,1
400,-4.489186691004499,-0.5825915982178405,0
401,-4.340709370321603,-9.184047129724942,1
402,-4.113675551981177,-2.304699081299179,0
403,-6.437143347360748,0.19873571190387507,0
404,-3.9525255541521114,-1.2906015622416254,0
405,-3.2674708481654444,-8.912792222631582,1
406,-5.6560523504554,-1.362163437984643,0
407,-2.8138569608556185,-1.2229974149485359,0
408,-4.7014123938148025,-6.8635995457366965,1
409,-4.875781360585916,-2.10589851670995,0
410,-2.7123171366405168,-10.740096607718595,1
411,-5.8929184624306545,-1.2872617663784847,0
412,-5.561520186325635,-0.12910285232864938,0
413,-2.6741258214405694,-9.521051546589543,1
414,-5.148572974879483,-1.7861857169289213,0
415,-3.227329622647232,-7.525319865273556,1
416,-4.559642737429449,-0.7731767663128905,0
417,-3.570110292320459,-8.698730096716435,1
418,-4.242576332775131,0.002768914630356667,0
419,-2.4460510050932056,-1.3055677591872439,0
420,-3.53278436917202,-7.795906396335828,1
421,-4.280122349168429,-1.032836630889839,0
422,-2.973155054607223,-7.507839874392928,1
423,-4.687078527820789,-0.38020419708531783,0
424,-2.1375519653825767,-8.173997428088189,1
425,-3.086062133938082,-7.521647836068529,1
426,-4.27923855561236,-2.910029763014315,0
427,-6.271762222608662,-1.0136109592930742,0
428,-4.744484776510716,-8.78575321770067,1
429,-2.4738028026317167,-8.854771987939014,1
430,-5.539238043400824,-1.010680090110463,0
431,-3.1832126690354943,-9.111082132950784,1
432,-3.6137720892664653,-0.5250909206532869,0
433,-4.347250955801434,0.5005187761151912,0
434,-2.562210698730143,-0.3430878794885742,0
435,-3.7790671127470534,-10.419902233373922,1
436,-3.800496759156012,-8.9554562012151,1
437,-5.104565862192966,0.7249584946275485,0
438,-5.48783255679428,-0.16150331628569892,0
439,-2.225928539922913,-9.173421842254916,1
440,-3.517362609386173,-8.320410735599292,1
441,-3.9128876309336302,-2.410137906359491,0
442,-4.321847945324877,-10.10564621350005,1
443,-3.729053670166418,-0.05852794109379378,0
444,-2.801324633203637,-9.89532097768207,1
445,-4.231970202902509,-1.086733157902267,0
446,-4.944672738399024,-3.0079354045586926,0
447,-2.734663158358445,-0.3981436597849649,0
448,-4.821408156813905,-0.9798056145781318,0
449,-5.043882400266874,-1.099899240912463,0
450,-3.5161580631720835,-6.042609335050573,1
451,-3.438733793605894,-9.300730820226802,1
452,-5.556309651195886,-2.472403516069501,0
453,-4.495397992205479,0.5988591350923365,0
454,-2.729500720894154,-7.685784201418869,1
455,-3.2831635084904938,-8.345625941155363,1
456,-2.0987772951153367,-8.937422165829885,1
457,-4.317377223882886,0.15094990629487803,0
458,-5.022721157715925,-9.50517288997201,1
459,-4.213764328816661,-2.2518976328876934,0
460,-2.9829265745960303,-9.422359506279566,1
461,-3.2332303523411636,-9.012142439331903,1
462,-3.968159753154275,-8.542109440117859,1
463,-3.376638612747939,-9.68697558294198,1
464,-1.7368832972905963,-7.603537742173855,1
465,-2.4165633593447637,-8.689489858713783,1
466,-3.7713131356084872,-6.044330770846548,1
467,-3.794870480324551,-0.6687729568209675,0
468,-4.192308178788966,0.3144038260864723,0
469,-1.92866360087219,-9.122348627779418,1
470,-4.066103648991607,-7.890827312833844,1
471,-4.967865095255901,-1.1597171698406374,0
472,-3.050695590775178,-8.812142903179954,1
473,-3.329293985241672,-9.622786727476495,1
474,-6.0436568235983525,-1.1433403216619016,0
475,-4.848855777908039,-7.973956650244642,1
476,-5.098719554382957,-1.2077210024882605,0
477,-4.124103923930064,-2.061716396486943,0
478,-2.750595754763422,-0.9166413343040813,0
479,-4.1873400705979416,-6.907992012676141,1
480,-3.885267685658106,-9.70733827281846,1
481,-4.087580324864273,-9.056175968793147,1
482,-4.932571012709711,-0.39206457355826985,0
483,-5.00085871654696,-0.293834575059576,0
484,-5.105492843202148,-1.4294351750101304,0
485,-4.281734563252846,-0.0468939749960271,0
486,-5.457872711155574,-10.950082768833727,1
487,-4.111031080355941,-0.32613926147189776,0
488,-2.1795658135830163,-8.577127353139922,1
489,-3.947956837088327,-2.0652287151969686,0
490,-3.437158969640337,-9.07211231145369,1
491,-4.355950364545432,0.34818197373946513,0
492,-4.375170153180216,-1.3192303567920898,0
493,-4.100989332371274,0.09797326235721893,0
494,-2.535225336151315,-8.253257563929045,1
495,-6.078455388156902,-2.1740844511708177,0
496,-3.8291121289141117,-1.351872249143144,0
497,-2.1438407166608706,-8.89712922835427,1
498,-3.487894711295142,-9.670581686885404,1
499,-3.0538011054946543,-9.326783542903751,1
500,-3.963322674274055,-0.024479533720182856,0
501,-4.758652780802971,-0.5304034390868546,0
502,-4.363135859496838,-7.71666820657132,1
503,-3.766093559344083,-7.88064837645081,1
504,-2.370872160773313,-8.653586001630103,1
505,-3.592414431556624,-8.544058397242448,1
506,-2.4657975699756243,-7.623805791918274,1
507,-2.2574951930876446,-7.772521269780986,1
508,-3.498305107906939,-9.18122431815353,1
509,-0.9645176473186243,-8.697263578829517,1
510,-4.787479053375522,-0.29963902684607624,0
511,-3.689611648523651,-0.4730601167335611,0
512,-1.1604723840861415,-7.997954408583118,1
513,-4.714978061480454,-0.8885124196287961,0
514,-2.314261163755536,-8.784425608640209,1
515,-4.1042351333028115,-7.890245580021405,1
516,-3.688596836282781,-6.228176421962763,1
517,-2.2943934885728723,-7.820509642929652,1
518,-5.078780245472962,-1.216840448296566,0
519,-3.4479756825106325,-8.136353998006953,1
520,-5.064462118737701,-2.7608765877087293,0
521,-5.24178289030996,0.359140959935794,0
522,-3.9830851521155877,-9.627104123716018,1
523,-3.421922760116269,-8.676215649883453,1
524,-3.4339674101822246,-8.246843921143544,1
525,-4.619566735822612,-1.8025241791376916,0
526,-2.400610764516129,-7.05563504715397,1
527,-3.474978044432249,-2.139858343859023,0
528,-2.6776317832206367,-9.544093463075104,1
529,-2.437026582770364,-7.780672817441732,1
530,-5.29201682840594,-0.8546946852508575,0
531,-4.837330693078081,0.256767835015727,0
532,-2.953568194055281,-9.330135589933445,1
533,-3.3161227711708667,-5.88376395280962,1
534,-5.24844952517505,-1.3775860685845305,0
535,-4.356503169625672,-8.938752517779005,1
536,-3.9714210068892717,0.4671967739345353,0
537,-4.985112563339996,-1.6994264025677586,0
538,-4.281402433891633,-0.946133026377546,0
539,-5.57508862465435,-0.4216514025544792,0
540,-4.921095362499355,-0.9472302947304327,0
541,-4.730988635208772,-2.9846120540331293,0
542,-3.6963510982428036,-1.028723224877974,0
543,-3.676297832143321,-9.90329446923478,1
544,-4.48742758276145,-8.64845582703384,1
545,-4.635699907647667,0.28249648735041744,0
546,-3.5524371032610453,-9.708746820884395,1
547,-5.329753418725462,-0.5641168569252586,0
548,-3.1638863880262598,-8.222131651601954,1
549,-1.7142185074597742,-8.47639657448392,1
550,-3.3953806218452636,-7.9451397433524775,1
551,-3.5673050446574,-8.349425955951487,1
552,-3.6229800594081416,-1.693445928689123,0
553,-2.8134635929959355,-1.2784702065794005,0
554,-3.90273753441935,-8.034581837989965,1
555,-3.3646688351043217,-7.660155897254657,1
556,-4.563411430421259,-8.330721004056135,1
557,-5.135505918750537,-8.464655433028893,1
558,-4.179338018031447,-9.417460892785927,1
559,-2.9421891118795105,-8.306603080386148,1
560,-4.498775048855871,-0.2155442333498928,0
561,-1.2748048902685274,-8.26208755128658,1
562,-5.010262947841367,0.47624443940394245,0
563,-1.8853345768111738,-8.33378248253938,1
564,-4.327435152061386,-0.7939205959194768,0
565,-4.302637398191879,-2.1476875267265205,0
566,-5.288363549890868,-0.5057960239400644,0
567,-4.361150356094239,0.4173474307305871,0
568,-4.076231304483701,-9.133340914987338,1
569,-4.246151593043919,-9.332653866969448,1
570,-4.116250669241554,-1.1316155330833322,0
571,-3.8356785621019056,-8.038386733062993,1
572,-2.2917631353709162,-7.99743760044247,1
573,-3.7533052761827,-1.1765347569756626,0
574,-1.9092206439532178,-8.699841371860005,1
575,-5.116658953795684,-10.175903830078186,1
576,-3.288181769919931,-8.946871528110659,1
577,-4.266810415177785,-0.6593725850201415,0
578,-3.080911035003142,-0.1447218502711929,0
579,-7.3011541966644184,-1.1265535135395655,0
580,-2.827685993083702,-9.080926685699751,1
581,-6.8277071340525115,-0.3181114829402558,0
582,-5.085179305300959,-8.678104182718156,1
583,-3.179459587642044,-1.832142634021901,0
584,-4.237085999573349,0.010839744637870297,0
585,-1.8444186427551212,-1.1426453383228825,0
586,-5.109362543384662,-1.0973615104913512,0
587,-4.3507235204572074,-8.228417190688239,1
588,-2.9765890072093737,-10.252620372210341,1
589,-3.4415333070147973,-8.70074677900626,1
590,-4.723492196042603,-0.631258831151851,0
591,-3.9009031398210636,-8.558567933999043,1
592,-3.0094327387935973,-8.731329213276918,1
593,-3.5066837065995706,-6.9223674701792195,1
594,-3.1031940018633515,0.7233091303375221,0
595,-3.9182847863454056,-1.2089492771806722,0
596,-4.661095834791592,-1.4428062202637666,0
597,-3.038534484636723,-7.825358517881366,1
598,-5.349268151385856,-0.691420227748982,0
599,-5.287792178296163,1.0872435597165726,0
600,-5.270876956247098,0.011849542389601453,0
601,-5.463630965117443,0.04253394192111548,0
602,-3.5460150996359663,-8.123819490215315,1
603,-4.359161919185135,-5.246500927782123,0
604,-4.326810109619684,-0.8243811613109824,0
605,-4.2360578931640145,-1.9760090072665637,0
606,-4.580397755950122,-2.7320753146245416,0
607,-3.4802176107280345,-1.0474787175994538,0
608,-4.16184359685061,-0.452743126690064,0
609,-4.894138456881231,-9.442476658914714,1
610,-3.539759090766491,-2.665380480448003,0
611,-4.0801076521655455,-7.0776377110955915,1
612,-5.039740049309663,-0.8045184953082098,0
613,-2.2534975393455903,-7.588063468333006,1
614,-4.131848963338978,-0.1883791857844065,0
615,-2.4955164880792164,-0.7163116663919762,0
616,-3.5070255651889193,-8.517749636733772,1
