<<<<<<< HEAD
x,y,label
-10.00051591,3.744730584,0
-7.891766453,5.367082072,0
-2.067990736,1.249994524,1
-7.359663913,2.948180658,0
0.268585095,0.783944655,1
-0.672486165,0.804413628,1
-7.826432679,5.285076206,0
-0.934072332,3.294697429,1
-7.386406617,3.47940849,0
-1.432572226,3.793950815,1
-2.231221724,1.733300776,1
1.684839473,2.664775624,1
-0.625680765,2.432491538,1
-0.328666275,2.353674859,1
-1.009315742,0.861574858,1
-1.367402415,3.473214091,1
-2.460216497,1.966287695,1
-8.266421359,4.107705197,0
-8.755397862,4.127998646,0
-6.570089383,2.360436106,0
-0.714383186,3.315329991,1
-6.118699119,5.061527759,0
0.837308842,3.291795488,1
-7.629049207,5.078813931,0
-8.774058251,4.299955823,0
1.238144533,1.104931252,1
0.699665672,2.271074393,1
-8.271528761,4.109692793,0
-0.630589036,2.547443216,1
-7.393781895,2.372263767,0
0.218558495,0.016550816,1
-0.366524137,2.272279226,1
-2.604636694,2.355579522,1
-0.101306503,2.928900292,1
-8.543211837,3.112902828,0
1.033548465,3.375951851,1
0.832665849,1.349803939,1
0.078749222,-0.221162017,1
-7.994130119,4.793067156,0
-0.310344033,1.494446136,1
0.022972181,2.467320879,1
-6.833455059,4.049298763,0
-0.131524095,2.805378509,1
-7.473284146,5.368062962,0
-1.303331319,0.604622947,1
-0.213168967,1.242697274,1
-0.473602254,1.774127442,1
1.127754725,1.72200202,1
0.719262321,4.184534446,1
0.729867255,0.898086917,1
0.47115944,2.876631432,1
-8.051076161,4.262239519,0
0.098028282,2.533377323,1
2.448659328,2.385080972,1
-0.703170986,2.589266543,1
0.471329345,3.770649663,1
0.647232622,3.277059278,1
-6.144821021,4.495469812,0
1.115683129,1.293193907,1
0.379933249,3.967876945,1
-7.25674962,4.045135813,0
-0.278213244,2.044305814,1
-7.836514985,3.679399069,0
-7.647632676,4.497523958,0
-6.648433325,3.008214511,0
-1.292145718,2.482074261,1
-7.791386318,2.357434103,0
-1.017134262,2.831657051,1
-0.642025954,2.915278755,1
-6.204656425,4.052172754,0
-0.08221069,0.486860795,1
-8.011373429,4.973272032,0
-0.237032796,2.123753624,1
-8.398581837,6.875209378,0
-0.556705371,0.748474892,1
-7.017476468,4.185253542,0
-0.85707176,3.881640167,1
-8.062027638,3.691684678,0
-6.727924999,1.247236992,0
0.586952312,1.582948519,1
-0.555315027,2.707771392,1
-8.008734244,2.364050313,0
-6.408196869,4.795816403,0
0.237482418,1.182653062,1
-9.367650697,2.292931252,0
-7.333473345,4.23539069,0
-7.149635435,4.854861241,0
0.078029096,1.978846561,1
-1.577771644,0.413660941,1
-6.46519132,3.334103577,0
0.05597051,1.945925567,1
0.67006752,2.199064908,1
-7.223408267,3.986668335,0
-8.988738697,4.020116374,0
0.032197313,3.945415555,1
-5.263436168,4.263156893,0
0.393838841,2.341194948,1
-7.535478868,3.917262555,0
-7.645117186,2.753279014,0
-0.820122568,1.29064454,1
-2.203870022,2.898215695,1
-7.358180593,2.175467183,0
-2.91720211,-0.313696524,1
-0.835488333,1.083190984,1
0.608005125,3.368243113,1
-7.463018974,3.225016454,0
-0.388908717,2.128538206,1
-0.106040167,2.370005497,1
2.561462935,2.067566958,1
-8.933527383,3.748826312,0
0.576062837,2.792828542,1
-7.760148686,4.662340158,0
-8.840641575,3.452945792,0
-0.85582396,2.09402967,1
2.214780048,1.852660221,1
-0.912164659,2.372878771,1
-6.705836117,2.706702335,0
-7.052171097,4.411657141,0
-7.078716094,3.292100064,0
0.942411663,3.07421075,1
-6.608342952,4.685452086,0
1.289820971,0.708681405,1
-0.831037088,2.043921828,1
0.067676892,2.841123813,1
-0.496089627,0.975450663,1
-9.302070071,2.405108587,0
-1.275610602,2.507904313,1
-0.161922873,1.408822449,1
-8.642393819,4.697663118,0
1.335080029,1.085900956,1
-6.650255954,5.128907917,0
0.102807513,2.491558918,1
-8.897307312,4.26641943,0
-6.532774559,3.580196769,0
1.075588333,2.512784348,1
0.30684277,3.370313775,1
-0.854760163,0.920637797,1
-8.991413691,3.363987637,0
-6.3517398,5.800129222,0
1.324037418,0.699007389,1
-5.890435735,4.881446219,0
-6.662240711,2.783621746,0
-0.309834623,1.904932566,1
-7.016485205,6.293584508,0
-5.533552906,3.574446581,0
-7.113853574,3.435218867,0
0.14089166,0.503708838,1
1.079916378,1.26774569,1
-6.811155265,4.968848528,0
1.582284021,2.435881168,1
-7.707076909,4.521895712,0
-1.373185,3.492128904,1
-0.579980764,2.238968076,1
-1.119753893,1.93680972,1
-0.247810806,1.876846051,1
-7.816802786,3.042243935,0
-6.692971935,2.285883042,0
-7.815495702,3.82346642,0
-8.103125367,2.729410097,0
-5.777941664,4.649917659,0
-5.25959431,3.012534761,0
-7.36435641,5.017116181,0
-8.490589651,5.886805617,0
-6.516207364,4.740244296,0
1.701257421,3.777802407,1
-8.079590805,3.987769814,0
-8.051818192,3.975443546,0
-0.280976769,1.308438791,1
0.009300581,0.211508654,1
1.565724354,2.776967071,1
-6.743261528,3.841355539,0
1.370515295,3.121579592,1
-0.576461109,2.134981437,1
-2.383074365,3.117924174,1
-0.465742394,3.699260446,1
-4.980016574,4.443796336,0
-8.216861568,3.091670305,0
0.259332748,3.548755126,1
-1.736969071,2.328857515,1
0.470708317,2.30734464,1
0.682447478,2.762959548,1
-9.405041802,7.113491924,0
-0.183976231,1.666491789,1
-7.958848276,4.436463406,0
-7.435866422,2.900986262,0
-7.832062378,3.504649058,0
-0.146960939,2.044702175,1
-8.399066904,6.523743024,0
-7.738455296,3.974023081,0
0.97106252,2.313828552,1
-1.012636909,1.557818804,1
-6.763575996,5.117591493,0
-6.952602944,4.7004113,0
-7.907321636,3.942632866,0
-6.880051454,2.590223556,0
-7.342637716,6.654241191,0
0.394990256,4.102131504,1
0.197523364,1.787635107,1
-0.32824208,2.389767486,1
-0.076964167,1.243948672,1
-1.018650378,1.192828927,1
-7.409546854,3.732043117,0
-1.243152174,0.344685555,1
-0.433706416,3.166861185,1
-0.493820282,0.56057948,1
-1.701595592,3.97728275,1
-2.253901743,1.715746004,1
0.118287999,2.830670555,1
-5.936400784,3.766652955,0
-1.34459385,1.893650911,1
0.937483022,3.230153075,1
-6.718759282,4.77997692,0
-7.493644449,2.859618971,0
-6.344504009,2.955704969,0
-7.239354026,4.68256495,0
-6.929964242,2.912659264,0
-0.113037628,1.223999777,1
-5.642794056,3.314240498,0
-0.723243194,1.196330611,1
0.24814559,-0.477274952,1
0.665311544,3.555455211,1
-7.369956952,2.875046467,0
0.280873541,1.927221646,1
-0.046799575,1.523083557,1
-6.184518208,4.779792812,0
-6.81527828,5.131565983,0
-0.680869761,2.426160803,1
-7.420572617,3.368279092,0
0.714996795,3.209713767,1
0.227633504,4.145806217,1
-0.786268048,1.275273414,1
0.640712376,3.473828053,1
-0.655845353,3.455690154,1
-6.180401411,5.325043006,0
-7.076997046,4.335620271,0
-7.477920394,2.829525023,0
-1.838183232,0.48871694,1
1.284168131,-0.00692646,1
0.174033019,1.684052329,1
1.21891359,1.133269959,1
-7.174549373,2.763651693,0
-6.661070951,3.792061634,0
-6.871981221,2.969025683,0
-8.753165486,4.248919792,0
-8.533719301,2.761470381,0
-1.19053034,3.29195445,1
0.235476237,1.339984103,1
-8.028828874,2.419352874,0
-5.14638892,1.744627597,0
-6.996946354,2.248257538,0
1.596239128,1.340654336,1
-8.974444599,4.066770361,0
-6.817078206,4.755666944,0
-1.340002374,2.966854198,1
-7.031031165,3.020240033,0
0.138360621,1.364313944,1
-6.918082754,3.184705935,0
-1.24924782,1.934218124,1
-7.79903927,2.041252822,0
-0.667539953,0.856454487,1
-8.900694879,4.628977189,0
-7.065554216,2.038458297,0
-6.481807976,4.66553821,0
-0.896115917,0.202645303,1
-6.474429566,2.487691205,0
-6.755421127,5.472934287,0
-1.10147934,2.961101713,1
-2.461533608,2.988554145,1
-0.225313203,3.001005512,1
-7.607322657,3.795588818,0
0.328500551,1.404594523,1
-8.03470811,3.546493992,0
-2.424832978,2.556859752,1
-0.942427598,2.590906497,1
-5.591828672,2.334673706,0
-0.570388859,4.619150456,1
0.928580707,2.19789879,1
-7.464483634,2.888488539,0
0.519372719,1.596648601,1
-7.91080922,4.832567212,0
-0.557128794,3.515889069,1
0.718273894,3.107354228,1
0.025267183,0.125201216,1
-9.334141195,3.897531741,0
-8.118857327,5.105121641,0
0.429399908,2.127919583,1
-7.964538324,5.236749471,0
0.157083502,3.079318681,1
-6.176442754,2.280695342,0
0.882923248,2.190437054,1
-7.360360935,4.135402896,0
-0.151795506,1.967090762,1
-1.659358865,2.374093201,1
-0.444476292,0.533981429,1
-7.823220566,3.198519937,0
-1.533947535,2.110383672,1
-0.900482478,1.138891727,1
0.758279131,2.86673265,1
-7.911247173,2.896088487,0
-0.387892143,1.152053418,1
-8.788744738,3.084189439,0
-0.488205123,3.919980217,1
-0.799336298,2.763322968,1
-8.034037315,4.031903093,0
-9.441228495,2.906315654,0
-8.934159367,2.825935416,0
-6.509967595,3.826974426,0
-8.034240408,3.814351726,0
-6.607345377,3.866018682,0
-1.412377179,2.985635516,1
-7.220952057,2.535214401,0
2.172763883,1.983503363,1
0.204584694,1.204310527,1
-6.062311829,4.472138007,0
-9.136043451,4.807489138,0
-2.063251475,2.079885552,1
-1.666548304,2.625359536,1
-0.27553986,0.770438664,1
-5.428918454,2.681978814,0
-1.072614117,2.39421944,1
-5.813097437,3.079165992,0
1.519218179,2.991225851,1
0.742375863,3.014761269,1
-8.274512756,3.909348375,0
-7.10657108,3.226815313,0
-7.226893807,3.670494884,0
0.279630812,1.710101638,1
-0.754111365,3.232651554,1
0.177090138,2.76279625,1
-7.866166863,2.375427114,0
-1.106700833,2.049330413,1
-0.399884497,0.84263738,1
-7.54572787,1.731100966,0
-8.25516275,4.691694106,0
0.411794176,1.129570055,1
-0.776108591,1.391847084,1
-0.78655482,2.464565022,1
-6.386172289,3.455254094,0
-0.769497297,1.022342945,1
-6.354040227,5.108806169,0
-8.015409464,2.303642639,0
0.371281885,2.176945683,1
0.006770796,3.843157601,1
-6.405783558,0.722105025,0
-10.64016364,2.557439598,0
-7.250754091,2.11077347,0
-0.214946634,1.77522914,1
0.506603259,1.317488502,1
0.119342698,2.15939657,1
1.130063766,0.261201867,1
-7.613585583,5.227581168,0
-6.824493883,3.189892202,0
0.565080902,0.672125721,1
-0.595084106,2.356317865,1
-1.597621119,0.630991334,1
-5.328882175,3.662479748,0
-0.50466683,3.674867811,1
1.355670216,2.323879868,1
-6.824093881,4.183390515,0
-5.470401659,3.263485363,0
-7.545230863,2.543532414,0
-0.070441427,2.44595944,1
-1.639046621,2.33273841,1
-9.343276805,4.89019613,0
-8.044300668,4.71200521,0
-0.086025289,1.015377266,1
-7.447591749,4.077922907,0
-6.801453301,3.042102681,0
0.502479779,1.456941042,1
-0.204409429,2.266910595,1
-8.575897734,4.603907954,0
0.720083874,2.929430384,1
0.105627101,1.258782408,1
-6.312728514,2.996792146,0
-0.304523198,2.857762257,1
-2.259587204,1.637699306,1
-6.376995518,3.458459283,0
-8.330396477,3.772252252,0
-7.596825688,4.437295795,0
-0.296639355,1.322707847,1
-5.67207303,4.246090015,0
-7.896349818,3.990821485,0
-6.657515569,4.319753034,0
0.503605883,2.043949569,1
-6.730658721,2.888164394,0
-0.471026877,2.662418228,1
-8.579188356,5.564175361,0
-0.161407453,2.265197891,1
-6.037683702,4.858726653,0
-5.685353763,4.869629568,0
1.359144271,2.318651707,1
-7.5152171,5.839394333,0
-8.45215862,2.905701734,0
-1.735422185,1.651032415,1
0.115079154,2.141057146,1
0.476298601,3.466252577,1
-8.617208397,3.499965088,0
-7.934511535,4.820135564,0
-1.275215219,2.862202342,1
-8.186374454,3.007818515,0
-7.709336352,3.893433768,0
-0.979252751,1.933935036,1
-7.043206177,4.580316959,0
-0.308032814,2.862954854,1
-0.338135794,1.601502153,1
-1.212445142,2.576644347,1
-0.866598621,1.148973892,1
-7.417466641,5.154858771,0
-8.382740064,2.007271836,0
-1.722879058,1.656500086,1
-7.834277942,4.756160673,0
-9.510242629,4.27245555,0
-6.764494499,5.055083084,0
-8.729533165,3.459284619,0
2.487422245,2.680159262,1
-7.797582531,3.067861636,0
-0.336128888,2.443027876,1
0.146712873,0.393023316,1
-6.593626608,3.385398926,0
-6.985216759,4.742513724,0
-6.567806474,4.571181539,0
-0.700007098,2.448166156,1
-7.376570463,6.482030502,0
1.231065673,2.258059003,1
-6.715925619,4.824032356,0
-6.77632359,5.54762472,0
1.763578156,2.15881877,1
0.167895106,2.182914742,1
-8.384738407,4.489627282,0
-0.069202122,0.611037087,1
-8.729205678,3.898350135,0
-8.346966515,2.624250285,0
-7.529656544,4.568294024,0
-6.840134865,5.466788486,0
0.741344027,1.526171273,1
-6.469544011,5.059109958,0
-6.355523246,4.137965975,0
1.421312597,1.331774883,1
0.6515771,3.722941336,1
-1.72557673,2.873820028,1
0.431564786,-0.176480323,1
0.455144984,2.588569315,1
-5.911391471,5.117550239,0
-0.603119356,1.578396132,1
0.260316316,1.626817516,1
-8.404629621,2.965146587,0
-6.468887355,3.39429412,0
-8.666571731,2.968572338,0
0.095894742,1.245825364,1
-6.463844527,3.581202644,0
0.241787883,2.839464806,1
-0.611578847,1.417354682,1
-0.292465216,0.483642602,1
-6.29761405,5.340525765,0
2.122033628,1.290651515,1
-0.239279405,2.836526753,1
-6.991396218,6.115013272,0
1.190280657,3.368434779,1
-7.628918327,3.613976762,0
-6.110624238,4.988199464,0
-7.196857096,5.330342988,0
0.100500723,2.616063979,1
1.066712452,2.185100472,1
-0.610177223,1.106676854,1
-6.410526957,4.90999638,0
-0.948909537,2.235014003,1
-0.726678226,1.494500799,1
-7.674810346,4.688868356,0
-5.620407605,4.095776198,0
-8.131600093,4.666501915,0
1.064037045,0.614977499,1
-0.948940834,2.855811969,1
-6.410692099,4.440047139,0
-6.897197756,4.213839059,0
-6.622447446,5.435248141,0
-5.934174997,5.107193973,0
-8.134216788,5.45678623,0
0.268211868,2.925846855,1
-1.05387247,3.880376951,1
1.12402134,0.823591778,1
-0.59295615,2.578016391,1
-8.440945848,3.560828792,0
-0.024344046,3.501195977,1
-0.16876191,2.357805002,1
-6.455930352,2.500549412,0
-7.672924788,5.378655977,0
0.414711872,2.325152061,1
0.552811148,-0.105922787,1
-9.299732317,4.884262699,0
-8.340263311,5.155697925,0
0.54564186,1.79592531,1
-0.056481026,2.002864991,1
0.417431654,3.058286978,1
-1.503308664,2.888823483,1
-7.612037959,4.435973423,0
-7.622087736,5.023356953,0
0.004551393,1.254637497,1
0.361786285,0.379270829,1
-7.557362489,4.484834867,0
-8.536885572,2.968186708,0
-0.483193428,2.953742623,1
-7.811715332,3.909446408,0
-0.035942391,0.457843027,1
-8.399827782,2.56281145,0
-7.976341905,4.591137935,0
-7.541326397,3.974418888,0
0.809760085,2.750036506,1
-4.717018182,4.019462704,0
-7.641222823,5.352617734,0
-0.752549148,1.33865227,1
1.141659125,2.245840127,1
-8.708097854,4.521238577,0
-7.678127751,4.528490918,0
-7.047690035,4.746352181,0
-2.095117378,2.627133095,1
-1.466848108,3.022033949,1
-6.30695588,4.027074839,0
-6.513517582,2.40955375,0
0.353226706,3.058736294,1
-1.175794066,2.702537095,1
-7.421966327,4.537768763,0
-8.425892925,6.566066793,0
-7.632293884,2.498148061,0
-1.185470025,0.700639115,1
-6.524509557,3.040729183,0
-6.876510822,3.79798655,0
-1.887336771,3.989929373,1
1.295457961,0.864128248,1
-7.424965364,3.709436642,0
-0.713712704,1.398890915,1
-7.764124237,4.976974405,0
-0.09382386,1.386291249,1
-10.04343934,1.793814103,0
0.462446032,3.086716188,1
-8.197787173,4.323162696,0
-6.008331011,2.969961187,0
-7.382090699,2.040318693,0
-6.660158899,3.341974008,0
-7.912652871,4.42410966,0
-7.668129962,2.964872279,0
-6.502484684,2.832858882,0
-0.678212079,0.174171434,1
-8.493324317,1.717780477,0
-9.064294852,5.126755731,0
-0.643590895,1.970432682,1
-6.893627741,4.675280555,0
-5.906492049,3.192208828,0
-7.459682302,3.791910071,0
0.021285413,1.13479,1
-8.184414528,6.154969086,0
-6.587021881,4.585125367,0
-0.088647526,1.818957616,1
-0.823047576,2.202111843,1
-7.58951378,5.595092702,0
-1.297206319,1.149076003,1
-2.064581657,3.250715834,1
-6.622212798,4.202774831,0
-7.953677761,4.140638426,0
-5.721265081,2.850944657,0
1.300735615,4.518856431,1
-6.673586046,3.505038929,0
-9.05074767,3.120048411,0
0.845924831,1.326377773,1
0.431318318,0.955657274,1
-0.164843816,1.198338386,1
-8.439210663,4.28469286,0
-0.723797909,2.283971074,1
-6.66486901,3.506500672,0
-0.783913581,1.196227688,1
-0.578114819,1.232505717,1
0.222356226,1.627944691,1
-0.246321622,0.207407697,1
-5.706587212,4.233022274,0
-7.804516967,3.756208478,0
1.738444808,1.244827926,1
-5.545610574,2.504959434,0
0.291388887,2.032295321,1
-7.491128287,5.173552824,0
-8.052757575,4.229438238,0
-8.028715852,4.085047046,0
-7.959977358,3.886705981,0
-1.175617495,2.659448711,1
0.775604821,1.321636448,1
-6.193509246,3.512288362,0
1.332605518,1.785450859,1
-5.557949916,4.6174257,0
-0.723021113,1.928033342,1
-7.647081612,3.274427383,0
1.489955893,1.186173415,1
-5.289288627,3.772606866,0
-6.144565445,4.302581616,0
-8.48725473,4.763729164,0
-7.070153005,3.66758944,0
-7.64476865,3.864773529,0
-8.007996444,1.626886617,0
-0.608751231,2.129840547,1
-0.604305018,1.106043941,1
-1.008127811,0.916326937,1
-6.169269019,2.829893776,0
-0.718013831,2.288686086,1
-0.604293513,2.43172611,1
-1.6264536,2.213519896,1
-7.182555117,5.555498893,0
-6.733189334,3.728864037,0
0.021940389,4.896097459,1
-8.166448859,2.589215329,0
-7.1782741,4.381291444,0
-0.25469032,0.696820355,1
-0.995481293,2.424216892,1
0.146535356,2.095162623,1
-7.351439464,5.581690141,0
-1.155736595,0.6494484,1
-1.757648692,1.028261411,1
-5.74204533,2.014759757,0
-8.989747407,4.40083104,0
-7.733819478,5.590030248,0
0.299230588,4.56255603,1
-7.366059354,2.493279587,0
-8.305314957,2.511606904,0
1.334857857,2.419234871,1
0.180892571,0.924979908,1
-8.438799907,2.307984055,0
-0.552391518,0.997686819,1
0.176540112,3.85586592,1
-9.240309344,3.905995345,0
-8.157571019,4.701615498,0
-0.678980959,3.69752639,1
0.059652055,5.172261771,1
-5.458421415,5.460672133,0
-6.940457558,2.996215465,0
-0.481959538,2.869363297,1
-8.289716169,3.081985895,0
-7.057548277,4.285098688,0
-0.204992655,3.297445041,1
-8.956488336,4.166440295,0
-8.913693935,4.100045769,0
-8.273369579,3.574766019,0
-8.200902471,2.973922014,0
-7.843704126,4.8741207,0
0.320043926,0.984349488,1
-7.868521847,4.34789872,0
-8.306739974,3.755112009,0
-1.289313768,1.599907354,1
-8.509677537,5.5890584,0
-0.801440009,2.611730337,1
-7.413496281,3.966378244,0
0.7265771,2.791007031,1
1.462831358,2.148369395,1
-1.176927155,1.131015174,1
-1.505751648,3.000394903,1
-0.967671877,-0.605136254,1
1.220570645,1.504051483,1
0.328749508,0.793900795,1
0.798138481,1.154894711,1
1.52498802,0.283915835,1
2.339581785,1.980977864,1
-6.870765092,4.14635646,0
0.12541287,1.9670513,1
0.918196211,3.678006074,1
-1.090300582,2.015140201,1
0.250889245,2.554397628,1
-0.119092565,3.491355768,1
-1.141412868,1.763703668,1
-8.603919578,3.158786933,0
-1.452001084,-0.843795298,1
-6.579463134,5.217735943,0
0.937209785,1.411830267,1
0.771993248,1.996872378,1
-0.513012722,0.777851208,1
0.544468914,2.132926194,1
-5.781278219,2.982266549,0
-7.046718226,4.195927158,0
-7.52925609,4.779033604,0
-6.2549479,3.913970513,0
-0.580132381,3.137096869,1
0.172339992,2.568425224,1
-8.732367685,4.981605084,0
0.129475769,3.272659339,1
-0.195713237,3.197106553,1
0.142950871,1.86975132,1
0.035069107,2.539449852,1
-8.571040956,3.350024111,0
-8.144659801,5.305638528,0
-6.477005209,2.720984871,0
-7.092222122,3.380410917,0
-8.834730686,3.672303308,0
0.139005448,1.981276426,1
-8.462536959,3.970509473,0
-7.950991058,4.789846025,0
-1.005774934,2.900077977,1
-8.305727836,3.459879177,0
-6.388353237,2.955692846,0
-7.797441023,3.551904694,0
-8.481997561,3.762654047,0
-7.288519995,3.591606092,0
1.24267924,0.755955887,1
-8.597218252,2.672014029,0
-6.699434633,4.809568795,0
-7.868308812,3.817612707,0
-8.136703285,2.614975162,0
1.129488011,1.142093933,1
1.334692375,2.210177107,1
-7.906437283,4.58443894,0
-0.607155378,0.528466699,1
-1.215280964,3.476287037,1
-5.614001189,4.898176996,0
-8.192787053,4.588809331,0
1.05711227,2.726668675,1
-6.532290616,4.107351425,0
-7.523300678,5.750475084,0
-7.321414165,3.773724501,0
-6.663005536,2.406108203,0
-6.077617447,5.759318142,0
-8.271104834,6.139165312,0
1.034237585,2.855685443,1
-8.272471875,2.905348449,0
-7.063655226,4.340220283,0
0.224673415,2.452521134,1
-6.17045859,5.04131783,0
-6.843670237,2.51561572,0
-1.101046783,0.015811788,1
-1.548305404,2.782368519,1
-8.474604894,3.239594858,0
-0.703398691,2.746160661,1
-9.027989368,3.099627962,0
-6.656428436,4.266060377,0
-7.312930877,4.288257334,0
-7.548882579,5.05060974,0
1.362657872,2.908251231,1
-8.108549313,1.695410067,0
-5.620571418,4.293460882,0
-0.35708259,2.705474627,1
0.29677122,1.603989758,1
-2.077149197,1.325387302,1
-7.395964436,4.377536849,0
-7.607676504,3.376797872,0
-5.979691495,3.178908779,0
0.823459085,2.391025435,1
-0.427890413,0.52980111,1
-6.955132217,3.133105817,0
-6.198013481,2.204137253,0
-8.5257006,6.011862848,0
0.543937602,1.896336848,1
0.284723539,3.273081685,1
-0.715380814,1.868871096,1
0.568588552,2.111121059,1
0.642665733,4.546742046,1
-1.825665515,0.312121661,1
-6.638754514,3.592542683,0
-1.089657408,1.614096639,1
-6.801845613,3.270905532,0
-1.540340307,2.434808512,1
1.476692344,1.172592206,1
1.339258051,1.123559075,1
-0.28686563,1.423659564,1
-7.865415928,4.050612951,0
1.795496567,1.861205317,1
-0.630818985,4.03396258,1
-1.20007898,1.898533667,1
-9.009694845,3.877848503,0
-0.05606018,2.029538741,1
-7.031130185,1.802274877,0
-7.624925676,5.849566938,0
-8.447572753,5.023641716,0
-1.258888146,1.730154267,1
-7.797063221,4.089653192,0
-0.922429692,2.211350083,1
-0.348307508,1.882855783,1
0.500444192,1.268125828,1
-7.559248839,1.729918505,0
-6.55545588,2.081113805,0
-1.115150341,1.333595508,1
0.50826443,1.832499366,1
-0.406812168,1.11051386,1
1.021546036,2.063454008,1
-6.564044081,3.483098897,0
-0.912774406,1.290499515,1
-6.93824899,4.358548935,0
-2.811970388,3.083913026,1
-6.366785696,4.210383766,0
1.691172466,0.297072027,1
-6.349918526,2.889902755,0
-5.067007349,6.171985016,0
0.310052439,2.64712399,1
-7.68649705,4.97557118,0
-2.382296651,2.232087905,1
-1.393325735,3.052748312,1
-7.229831344,5.854792528,0
-0.482330871,1.78904402,1
-0.744647539,2.264412483,1
-0.635772834,2.356864081,1
-5.88787897,4.315292855,0
-7.014248037,4.918872158,0
1.19970167,2.197877504,1
-7.738670241,3.976229492,0
-0.042383917,2.469635211,1
-6.624928959,4.433464041,0
1.187807181,3.971087624,1
-2.217663666,3.527264061,1
-8.196630546,5.20355883,0
-7.291241196,2.120766628,0
-0.22370553,1.763521229,1
-6.373647734,4.264032067,0
-0.514671178,3.021846952,1
-6.972608642,4.698783511,0
-7.938855773,3.830849829,0
0.226053619,4.150557085,1
-0.638336689,2.559100339,1
0.22760644,2.036161468,1
1.123980894,1.90696409,1
-0.47960802,2.409776624,1
0.259910794,2.561326533,1
0.206038623,1.992572312,1
-9.126326926,3.289601886,0
-7.460273381,1.882228285,0
0.6819359,2.099140336,1
-0.423217159,3.457787217,1
1.285849655,2.65921019,1
1.53321933,2.955112421,1
-6.817817722,3.110469409,0
-6.699085646,4.440465041,0
-6.851718358,5.61034215,0
-0.065491653,1.766835988,1
